Date,AAPL,AMZN,GOOGL,IBM,MSFT,NVDA
2014-01-02,17.215368270874023,19.898500442504883,27.723310470581055,111.759765625,30.99642562866211,0.3739319145679474
2014-01-03,16.837223052978516,19.82200050354004,27.521074295043945,112.42842102050781,30.787887573242188,0.3694521486759186
2014-01-06,16.929031372070312,19.681499481201172,27.82791519165039,112.04288482666016,30.137256622314453,0.37440335750579834
2014-01-07,16.807964324951172,19.901500701904297,28.364391326904297,114.2776870727539,30.370811462402344,0.3805335462093353
2014-01-08,16.914405822753906,20.09600067138672,28.423418045043945,113.22956085205078,29.828624725341797,0.3857203722000122
2014-01-09,16.698406219482422,20.050500869750977,28.149702072143555,112.8741683959961,29.636775970458984,0.3713383674621582
2014-01-10,16.586984634399414,19.882999420166016,28.148208618164062,112.80188751220703,30.062191009521484,0.3708667755126953
2014-01-13,16.673818588256836,19.548999786376953,27.96888542175293,110.93449401855469,29.178001403808594,0.36214330792427063
2014-01-14,17.005598068237305,19.87700080871582,28.62689971923828,111.99471282958984,29.84531593322754,0.3734602630138397
2014-01-15,17.347023010253906,19.793500900268555,28.607471466064453,113.09102630615234,30.66275978088379,0.3774682879447937
2014-01-16,17.250225067138672,19.790000915527344,28.7967586517334,113.70542907714844,30.77120590209961,0.37864723801612854
2014-01-17,16.82756996154785,19.980499267578125,28.655044555664062,114.50662231445312,30.345794677734375,0.37699684500694275
2014-01-21,17.089006423950195,20.352500915527344,28.983055114746094,113.50663757324219,30.170631408691406,0.3784114420413971
2014-01-22,17.164949417114258,20.226999282836914,29.015933990478516,109.78396606445312,29.97042465209961,0.377939909696579
2014-01-23,17.310298919677734,19.993499755859375,28.893396377563477,110.07308959960938,30.078866958618164,0.37652531266212463
2014-01-24,16.99563980102539,19.3799991607666,27.990055084228516,108.21173858642578,30.704471588134766,0.3668586313724518
2014-01-27,17.133514404296875,19.31399917602539,27.42717933654785,107.1635971069336,30.053844451904297,0.36450111865997314
2014-01-28,15.764082908630371,19.721500396728516,27.969633102416992,106.53111267089844,30.254032135009766,0.36803755164146423
2014-01-29,15.585116386413574,19.209999084472656,27.568893432617188,106.26002502441406,30.579341888427734,0.36450111865997314
2014-01-30,15.554922103881836,20.15049934387207,28.277969360351562,106.8382797241211,30.746171951293945,0.37063103914260864
2014-01-31,15.580450057983398,17.934499740600586,29.413179397583008,106.42866516113281,31.563629150390625,0.3701595067977905
2014-02-03,15.609391212463379,17.3075008392334,28.22915267944336,104.15165710449219,30.42919921875,0.3652082681655884
2014-02-04,15.835351943969727,17.397499084472656,28.34695816040039,104.11552429199219,30.32076644897461,0.3673303723335266
2014-02-05,15.95362377166748,17.322500228881836,28.472482681274414,104.95889282226562,29.878677368164062,0.36402952671051025
2014-02-06,16.046613693237305,17.72949981689453,28.889907836914062,105.79470825195312,30.17897605895996,0.3687448799610138
2014-02-07,16.27110481262207,18.054000854492188,29.32526206970215,107.35737609863281,30.495935440063477,0.37416768074035645
2014-02-10,16.562597274780273,18.043500900268555,29.21293830871582,107.29075622558594,30.696125030517578,0.37534648180007935
2014-02-11,16.78083038330078,18.089500427246094,29.64256477355957,108.84132385253906,31.004756927490234,0.3831268548965454
2014-02-12,16.779573440551758,17.462499618530273,29.55564308166504,109.1683578491211,31.255001068115234,0.3968016505241394
2014-02-13,17.046022415161133,17.860000610351562,29.88465118408203,110.1374740600586,31.371774673461914,0.4092974066734314
2014-02-14,17.032238006591797,17.86750030517578,29.956876754760742,111.25801086425781,31.38011360168457,0.42226481437683105
2014-02-18,17.094860076904297,17.6825008392334,30.158117294311523,110.95516204833984,31.44734001159668,0.4220289885997772
2014-02-19,16.82497787475586,17.368999481201172,29.94542121887207,110.80980682373047,31.52298927307129,0.42768746614456177
2014-02-20,16.63022804260254,17.489999771118164,29.989505767822266,111.60322570800781,31.72467803955078,0.4427769184112549
2014-02-21,16.445499420166016,17.33799934387207,29.98153305053711,110.71284484863281,31.91796875,0.43947604298591614
2014-02-24,16.517507553100586,17.589000701904297,30.198713302612305,111.11264038085938,31.674259185791016,0.44584184885025024
2014-02-25,16.345619201660156,17.916000366210938,30.38526153564453,110.97937774658203,31.548194885253906,0.44382861256599426
2014-02-26,16.198152542114258,17.989999771118164,30.38949203491211,111.4820785522461,31.48935890197754,0.4431184232234955
2014-02-27,16.521268844604492,18.006500244140625,30.365585327148438,112.21497344970703,31.817113876342773,0.4381445646286011
2014-02-28,16.47649574279785,18.104999542236328,30.276920318603516,112.15438079833984,32.19529724121094,0.4353027045726776
2014-03-03,16.52408218383789,17.98900032043457,29.954137802124023,111.60322570800781,31.749889373779297,0.43317118287086487
2014-03-04,16.63304901123047,18.19499969482422,30.258487701416016,112.9236068725586,32.27933120727539,0.4376709759235382
2014-03-05,16.668115615844727,18.618499755859375,30.341922760009766,113.34757995605469,32.02720260620117,0.44146037101745605
2014-03-06,16.617692947387695,18.607999801635742,30.375547409057617,113.65042877197266,32.06083297729492,0.4353027045726776
2014-03-07,16.607999801635742,18.60300064086914,30.25550079345703,113.67462158203125,31.85074806213379,0.43482890725135803
2014-03-10,16.623023986816406,18.526500701904297,30.17530632019043,112.89329528808594,31.783485412597656,0.42843449115753174
2014-03-11,16.784894943237305,18.44099998474121,29.886892318725586,113.11746215820312,31.95157814025879,0.43269744515419006
